OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Bookcase,"[0.7141773332884742, [(1.0, 0.01020408163265306), (0.4720496894409938, 0.7755102040816326), (0.2585669781931464, 0.8469387755102041)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Dagger,"[0.48879376848696593, [(1.0, 0.029411764705882353), (0.25203252032520324, 0.9117647058823529), (0.1346938775510204, 0.9705882352941176)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Horn,"[0.284498373687546, [(0.0, 0.0), (0.15819209039548024, 0.875), (0.08522727272727272, 0.9375)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Alpaca,"[0.8518279910667782, [(1.0, 0.030303030303030304), (0.21476510067114093, 0.9696969696969697), (0.10810810810810811, 0.9696969696969697)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Glasses,"[0.7728492734511075, [(1.0, 0.0038910505836575876), (0.2990074441687345, 0.9377431906614786), (0.15217391304347827, 0.953307392996109)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Trumpet,"[0.5604589782215542, [(1.0, 0.024390243902439025), (0.22857142857142856, 0.7804878048780488), (0.12589928057553956, 0.8536585365853658)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Boy,"[0.5905613047942534, [(1.0, 0.001718213058419244), (0.42420937840785167, 0.6683848797250859), (0.24822695035460993, 0.781786941580756)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Box,"[0.5608596740022335, [(1.0, 0.011111111111111112), (0.11285714285714285, 0.8777777777777778), (0.05793991416309013, 0.9)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Plumbing fixture,"[0.07800426268364379, [(0.0, 0.0), (0.09289617486338798, 0.3076923076923077), (0.0704514363885089, 0.4660633484162896)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Dinosaur,"[0.552907933782144, [(1.0, 0.03571428571428571), (0.18604651162790697, 0.8571428571428571), (0.1015625, 0.9285714285714286)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Chest of drawers,"[0.710603277962668, [(1.0, 0.012345679012345678), (0.29515418502202645, 0.8271604938271605), (0.15673289183222958, 0.8765432098765432)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Candy,"[0.22234602437764223, [(0.0, 0.0), (0.07769652650822668, 0.7327586206896551), (0.043000914913083256, 0.8103448275862069)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Owl,"[0.9479399266473143, [(1.0, 0.03333333333333333), (0.09554140127388536, 1.0), (0.04792332268370607, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Roller skates,"[0.8006650732329273, [(1.0, 0.0035460992907801418), (0.49166666666666664, 0.8368794326241135), (0.2599164926931106, 0.8829787234042553)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Baseball bat,"[0.6473510572619231, [(1.0, 0.05263157894736842), (0.2708333333333333, 0.6842105263157895), (0.14736842105263157, 0.7368421052631579)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Kitchen knife,"[0.8332785689487276, [(1.0, 0.03571428571428571), (0.36486486486486486, 0.9642857142857143), (0.18493150684931506, 0.9642857142857143)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Watercraft,"[0.19839917549259112, [(1.0, 0.000859106529209622), (0.22309617447264926, 0.5360824742268041), (0.13820847487931343, 0.6640893470790378)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Picnic basket,"[0.9666666666666667, [(1.0, 0.08333333333333333), (0.4, 1.0), (0.2033898305084746, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Earrings,"[0.4362227564666032, [(1.0, 0.04), (0.07142857142857142, 0.8), (0.035842293906810034, 0.8)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Hat,"[0.5773746391926343, [(0.0, 0.0), (0.4349442379182156, 0.7134146341463414), (0.2567441860465116, 0.8414634146341463)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Mushroom,"[0.39826166541267016, [(0.0, 0.0), (0.09045643153526971, 0.8650793650793651), (0.046511627906976744, 0.8888888888888888)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Office building,"[0.8133361228886666, [(1.0, 0.022727272727272728), (0.4567901234567901, 0.8409090909090909), (0.2670807453416149, 0.9772727272727273)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Luggage and bags,"[0.479788021903039, [(1.0, 0.0064516129032258064), (0.38392857142857145, 0.5548387096774193), (0.2600896860986547, 0.7483870967741936)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Dumbbell,"[0.4724696356275304, [(1.0, 0.07692307692307693), (0.42105263157894735, 0.6153846153846154), (0.2222222222222222, 0.6153846153846154)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Curtain,"[0.5746085946788493, [(1.0, 0.021739130434782608), (0.1105121293800539, 0.8913043478260869), (0.05810810810810811, 0.9347826086956522)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Mechanical fan,"[0.6721005098954282, [(1.0, 0.05263157894736842), (0.22857142857142856, 0.8421052631578947), (0.11594202898550725, 0.8421052631578947)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Sports uniform,"[0.5013268472608918, [(1.0, 0.003236245954692557), (0.3756345177664975, 0.7184466019417476), (0.2076271186440678, 0.7928802588996764)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Lantern,"[0.5428872607568082, [(1.0, 0.037037037037037035), (0.1187214611872146, 0.9629629629629629), (0.059496567505720827, 0.9629629629629629)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Turtle,"[0.2871471228001499, [(0.0, 0.0), (0.3695652173913043, 0.5730337078651685), (0.2290909090909091, 0.7078651685393258)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Handgun,"[0.7621155789035176, [(1.0, 0.043478260869565216), (0.12571428571428572, 0.9565217391304348), (0.06321839080459771, 0.9565217391304348)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Pineapple,"[0.6272727272727273, [(1.0, 0.04), (0.08900523560209424, 0.68), (0.04736842105263158, 0.72)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Towel,"[0.16372104867316906, [(0.0, 0.0), (0.04838709677419355, 0.8571428571428571), (0.024390243902439025, 0.8571428571428571)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Stop sign,"[1.0, [(1.0, 0.08333333333333333), (0.18181818181818182, 1.0), (0.09230769230769231, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Skateboard,"[0.6855371330350959, [(1.0, 0.014285714285714285), (0.2916666666666667, 0.8), (0.15404699738903394, 0.8428571428571429)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Swim cap,"[0.8677686155543298, [(1.0, 0.02857142857142857), (0.18128654970760233, 0.8857142857142857), (0.09705882352941177, 0.9428571428571428)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Tower,"[0.3366077212197326, [(0.0, 0.0), (0.05801526717557252, 0.9620253164556962), (0.029029793735676088, 0.9620253164556962)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Tick,"[nan, []]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Sculpture,"[0.3956548638804667, [(1.0, 0.0035087719298245615), (0.14177362893815637, 0.8526315789473684), (0.07589025102159953, 0.9122807017543859)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Grape,"[0.07780404619732534, [(1.0, 0.006622516556291391), (0.043402777777777776, 0.33112582781456956), (0.023881893182805036, 0.36423841059602646)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Pumpkin,"[0.8413855675887256, [(1.0, 0.02127659574468085), (0.13031161473087818, 0.9787234042553191), (0.06676136363636363, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Common fig,"[0.16484560568450743, [(1.0, 0.041666666666666664), (0.04128440366972477, 0.375), (0.020737327188940093, 0.375)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Vehicle registration plate,"[0.7407419098414294, [(1.0, 0.0020325203252032522), (0.23750701852891634, 0.8597560975609756), (0.1196629213483146, 0.8658536585365854)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Personal care,"[0.010681955065612966, [(1.0, 0.0017064846416382253), (0.18181818181818182, 0.013651877133105802), (0.10344827586206896, 0.015358361774744027)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Digital clock,"[0.22519962456671316, [(1.0, 0.14285714285714285), (0.05, 0.7142857142857143), (0.03535353535353535, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Stairs,"[0.3764961784735965, [(0.0, 0.0), (0.06733167082294264, 0.7941176470588235), (0.0375, 0.8823529411764706)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Suitcase,"[0.6684747605621386, [(1.0, 0.034482758620689655), (0.3283582089552239, 0.7586206896551724), (0.18796992481203006, 0.8620689655172413)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Envelope,"[0.17715201465201463, [(0.0, 0.0), (0.04819277108433735, 1.0), (0.024242424242424242, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Shrimp,"[0.35334758451060017, [(0.0, 0.0), (0.06052801030264005, 0.8392857142857143), (0.03157216494845361, 0.875)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Tomato,"[0.5662825144786799, [(1.0, 0.004784688995215311), (0.07787065552133744, 0.84688995215311), (0.04159330985915493, 0.9043062200956937)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Nightstand,"[0.5989919620563314, [(1.0, 0.043478260869565216), (0.25882352941176473, 0.9565217391304348), (0.13690476190476192, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Ant,"[0.21595168847235546, [(1.0, 0.03571428571428571), (0.012921751615218953, 0.6428571428571429), (0.00646551724137931, 0.6428571428571429)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Wine glass,"[0.7945975519771018, [(1.0, 0.008849557522123894), (0.2729591836734694, 0.9469026548672567), (0.14303959131545338, 0.9911504424778761)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Wok,"[0.734639064085374, [(1.0, 0.043478260869565216), (0.28205128205128205, 0.9565217391304348), (0.14193548387096774, 0.9565217391304348)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Juice,"[0.7550425836622823, [(1.0, 0.005988023952095809), (0.17142857142857143, 0.8622754491017964), (0.09117997616209773, 0.9161676646706587)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Flag,"[0.8287575002492246, [(1.0, 0.011627906976744186), (0.10894941634241245, 0.9767441860465116), (0.054510058403634, 0.9767441860465116)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Tea,"[0.43292335605532845, [(0.0, 0.0), (0.10951008645533142, 0.8260869565217391), (0.06060606060606061, 0.9130434782608695)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Mug,"[0.827928212233169, [(1.0, 0.041666666666666664), (0.2823529411764706, 1.0), (0.14201183431952663, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Houseplant,"[0.6362653792595485, [(1.0, 0.003246753246753247), (0.24131455399061033, 0.8344155844155844), (0.12916862376702679, 0.8928571428571429)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Screwdriver,"[0.0, []]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Skull,"[0.7366260284014963, [(1.0, 0.041666666666666664), (0.10909090909090909, 1.0), (0.05466970387243736, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Printer,"[0.9069821834550994, [(1.0, 0.05263157894736842), (0.35185185185185186, 1.0), (0.17757009345794392, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Dog bed,"[0.7333333333333334, [(1.0, 0.3333333333333333), (0.5, 1.0), (0.2727272727272727, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Street light,"[0.29026524347345994, [(1.0, 0.045454545454545456), (0.04177545691906005, 0.7272727272727273), (0.020942408376963352, 0.7272727272727273)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Platter,"[0.41538906880706994, [(1.0, 0.012048192771084338), (0.34705882352941175, 0.7108433734939759), (0.1887905604719764, 0.7710843373493976)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Seahorse,"[0.655673548128791, [(1.0, 0.045454545454545456), (0.06069364161849711, 0.9545454545454546), (0.030434782608695653, 0.9545454545454546)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Kettle,"[0.7718006040238686, [(1.0, 0.038461538461538464), (0.3466666666666667, 1.0), (0.17567567567567569, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Billboard,"[0.6931138059746166, [(1.0, 0.034482758620689655), (0.11023622047244094, 0.9655172413793104), (0.05731225296442688, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Jellyfish,"[0.871766053472777, [(1.0, 0.011111111111111112), (0.12359550561797752, 0.9777777777777777), (0.06254392129304287, 0.9888888888888889)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Maple,"[0.10719406746148295, [(0.0, 0.0), (0.007293354943273906, 0.6923076923076923), (0.0036496350364963502, 0.6923076923076923)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Turkey,"[0.6884970718883457, [(1.0, 0.047619047619047616), (0.10429447852760736, 0.8095238095238095), (0.05246913580246913, 0.8095238095238095)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Shellfish,"[0.03503262046046286, [(0.0, 0.0), (0.09305210918114144, 0.11210762331838565), (0.08814400993171943, 0.21225710014947682)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Wine,"[0.5250936072627155, [(1.0, 0.0051813471502590676), (0.2266244057052298, 0.7409326424870466), (0.12133227597145123, 0.7927461139896373)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Waste container,"[0.6240572893578925, [(1.0, 0.05263157894736842), (0.20454545454545456, 0.9473684210526315), (0.10857142857142857, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Horse,"[0.8798625292929043, [(1.0, 0.0026041666666666665), (0.2675018422991894, 0.9453125), (0.13711758201253224, 0.96875)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Beetle,"[0.7068810487766107, [(1.0, 0.014492753623188406), (0.05774278215223097, 0.9565217391304348), (0.02933450087565674, 0.9710144927536232)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Doughnut,"[0.5491152123155529, [(1.0, 0.020833333333333332), (0.3305084745762712, 0.8125), (0.18803418803418803, 0.9166666666666666)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Boot,"[0.795499836109357, [(1.0, 0.006369426751592357), (0.2256, 0.8980891719745223), (0.1201923076923077, 0.9554140127388535)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Bear,"[0.34151455166765127, [(1.0, 0.01), (0.44761904761904764, 0.47), (0.28708133971291866, 0.6)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Book,"[0.2641575970922578, [(1.0, 0.0015037593984962407), (0.2723292469352014, 0.46766917293233085), (0.18711656441717792, 0.6421052631578947)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Cabbage,"[0.37815507345993915, [(1.0, 0.041666666666666664), (0.057692307692307696, 0.625), (0.032818532818532815, 0.7083333333333334)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Suit,"[0.8832610618947649, [(1.0, 0.0031446540880503146), (0.3973509933774834, 0.9433962264150944), (0.20410868124585818, 0.9685534591194969)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Frog,"[0.9590722732924568, [(1.0, 0.02564102564102564), (0.1455223880597015, 1.0), (0.07303370786516854, 1.0)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Fountain,"[0.684321157208343, [(1.0, 0.05263157894736842), (0.11267605633802817, 0.8421052631578947), (0.0636042402826855, 0.9473684210526315)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Violin,"[0.6806065562045801, [(1.0, 0.029411764705882353), (0.19047619047619047, 0.9411764705882353), (0.09880239520958084, 0.9705882352941176)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Bread,"[0.6888480960533284, [(1.0, 0.003787878787878788), (0.22007366482504603, 0.9053030303030303), (0.11566820276497695, 0.9507575757575758)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Mule,"[0.7494053789003372, [(1.0, 0.024390243902439025), (0.3300970873786408, 0.8292682926829268), (0.1951219512195122, 0.975609756097561)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Desk,"[0.5038385710475249, [(1.0, 0.02127659574468085), (0.16289592760180996, 0.7659574468085106), (0.09545454545454546, 0.8936170212765957)]]"
OpenImagesChallenge2018_PerformanceByCategory/AP+precision+recall@0.5IOU/Pillow,"[0.7008297827514498, [(1.0, 0.01694915254237288), (0.08846761453396525, 0.9491525423728814), (0.04430379746835443, 0.9491525423728814)]]"
